CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
5975,249,1,413.2471973,2,1,5,215,Big Spenders
5979,217,1,152.0221962,2,1,3,213,Others
5981,210,1,144.9906614,3,1,3,313,Others
6019,16,1,335.9397594,5,1,4,514,Recent Customers
6031,114,1,262.4257096,4,1,4,414,Recent Customers
6032,308,1,39.75243639,1,1,1,111,At Risk
6076,364,1,92.39318288,1,1,2,112,At Risk
6078,66,1,39.49235485,5,1,1,511,Recent Customers
6111,188,1,71.06819575,3,1,1,311,Others
6123,98,1,241.2377114,4,1,4,414,Recent Customers
6174,80,1,20.57815529,4,1,1,411,Recent Customers
6197,295,1,199.6320655,1,1,3,113,Others
6198,205,1,19.01409909,3,1,1,311,Others
6211,12,1,200.8062139,5,1,3,513,Recent Customers
6232,140,1,198.5464581,4,1,3,413,Recent Customers
6271,160,1,109.8917422,3,1,2,312,Others
6272,139,1,57.4799749,4,1,1,411,Recent Customers
6286,116,1,483.7277561,4,1,5,415,Recent Customers
6288,329,1,69.32943291,1,1,1,111,At Risk
6300,222,1,139.5273207,2,1,2,212,At Risk
6315,192,1,356.1068408,3,1,5,315,Big Spenders
6342,37,1,289.0752177,5,1,4,514,Recent Customers
6343,341,1,258.4407538,1,1,4,114,Big Spenders
6344,23,1,47.12588508,5,1,1,511,Recent Customers
6352,167,1,358.9565671,3,1,5,315,Big Spenders
6356,104,1,307.8294719,4,1,4,414,Recent Customers
6370,110,2,311.12902468,4,5,4,454,Champions
6374,279,1,141.4840331,2,1,3,213,Others
6380,117,1,301.8776835,4,1,4,414,Recent Customers
6401,119,1,453.5648924,4,1,5,415,Recent Customers
6406,322,1,197.9117197,1,1,3,113,Others
6408,108,2,525.0029349,4,5,5,455,Champions
6409,283,1,233.611521,2,1,4,214,Big Spenders
6435,123,1,471.8244553,4,1,5,415,Recent Customers
6451,84,1,169.1632366,4,1,3,413,Recent Customers
6452,112,1,199.6873686,4,1,3,413,Recent Customers
6489,311,1,56.24127445,1,1,1,111,At Risk
6491,329,1,210.6073972,1,1,3,113,Others
6502,308,1,247.4575781,1,1,4,114,Big Spenders
6509,57,1,99.87984514,5,1,2,512,Recent Customers
6511,171,1,345.0401901,3,1,5,315,Big Spenders
6537,322,1,238.7846572,1,1,4,114,Big Spenders
6547,235,1,249.6810119,2,1,4,214,Big Spenders
6549,234,1,134.7920964,2,1,2,212,At Risk
6553,279,1,412.5657418,2,1,5,215,Big Spenders
6565,276,1,67.00750646,2,1,1,211,At Risk
6576,136,1,245.0482936,4,1,4,414,Recent Customers
6600,286,1,72.83488508,2,1,1,211,At Risk
6603,15,1,293.5781539,5,1,4,514,Recent Customers
6618,339,1,361.154486,1,1,5,115,Big Spenders
6631,263,1,40.09244833,2,1,1,211,At Risk
6638,273,1,463.5527599,2,1,5,215,Big Spenders
6660,109,1,384.6836674,4,1,5,415,Recent Customers
6665,266,1,63.72212706,2,1,1,211,At Risk
6671,295,2,155.0087202,1,5,3,153,Frequent Buyers
6714,361,1,204.326143,1,1,3,113,Others
6715,13,1,178.448568,5,1,3,513,Recent Customers
6723,247,1,426.0498525,2,1,5,215,Big Spenders
6759,315,1,131.3959446,1,1,2,112,At Risk
6770,262,1,318.8444238,2,1,4,214,Big Spenders
6780,189,1,163.8855204,3,1,3,313,Others
6800,314,1,243.6080477,1,1,4,114,Big Spenders
6819,70,1,360.9078287,5,1,5,515,Recent Customers
6822,219,1,186.9837232,2,1,3,213,Others
6825,138,1,45.40860584,4,1,1,411,Recent Customers
6831,69,1,314.2216187,5,1,4,514,Recent Customers
6840,131,1,376.5383049,4,1,5,415,Recent Customers
6842,225,1,15.28056447,2,1,1,211,At Risk
6855,108,2,529.53306967,4,5,5,455,Champions
6859,319,1,144.016133,1,1,3,113,Others
6862,105,1,177.0820463,4,1,3,413,Recent Customers
6876,332,1,288.8064247,1,1,4,114,Big Spenders
6877,358,1,314.3968432,1,1,4,114,Big Spenders
6883,36,1,88.62475406,5,1,2,512,Recent Customers
6900,98,1,176.3737274,4,1,3,413,Recent Customers
6905,240,1,96.75261481,2,1,2,212,At Risk
6907,30,1,148.2918,5,1,3,513,Recent Customers
6915,149,1,275.1151152,3,1,4,314,Big Spenders
6919,146,1,70.3406708,3,1,1,311,Others
6923,61,1,234.5692851,5,1,4,514,Recent Customers
6930,198,1,300.7012598,3,1,4,314,Big Spenders
6946,165,1,83.00248666,3,1,2,312,Others
6963,200,1,347.0002866,3,1,5,315,Big Spenders
6971,275,1,376.7588824,2,1,5,215,Big Spenders
6972,164,1,422.6574471,3,1,5,315,Big Spenders
6977,260,1,135.1243996,2,1,2,212,At Risk
6998,187,1,253.4604854,3,1,4,314,Big Spenders
7001,101,1,195.48722,4,1,3,413,Recent Customers
7006,241,1,21.39766036,2,1,1,211,At Risk
7007,283,1,74.37843171,2,1,1,211,At Risk
7008,207,1,468.508709,3,1,5,315,Big Spenders
7022,92,1,50.67897376,4,1,1,411,Recent Customers
7025,145,1,346.5187346,3,1,5,315,Big Spenders
7037,178,1,28.15915154,3,1,1,311,Others
7050,161,1,326.0589142,3,1,4,314,Big Spenders
7052,187,1,235.5136201,3,1,4,314,Big Spenders
7053,309,1,288.5257678,1,1,4,114,Big Spenders
7069,67,1,388.265902,5,1,5,515,Recent Customers
7077,330,1,40.1518942,1,1,1,111,At Risk
7082,143,1,49.24853009,3,1,1,311,Others
7096,194,1,89.73195877,3,1,2,312,Others
7119,249,1,74.87895784,2,1,1,211,At Risk
7133,130,1,149.4410167,4,1,3,413,Recent Customers
7144,98,1,111.4304192,4,1,2,412,Recent Customers
7152,208,1,76.61781077,3,1,2,312,Others
7153,294,1,325.5116762,1,1,4,114,Big Spenders
7154,315,1,91.92091433,1,1,2,112,At Risk
7158,224,1,402.3023177,2,1,5,215,Big Spenders
7172,116,1,138.9541219,4,1,2,412,Recent Customers
7196,181,1,175.8765064,3,1,3,313,Others
7199,105,2,396.51031813,4,5,5,455,Champions
7204,45,1,419.9977273,5,1,5,515,Recent Customers
7240,23,1,277.2888802,5,1,4,514,Recent Customers
7243,265,1,174.6805261,2,1,3,213,Others
7249,33,2,349.67212059999997,5,5,5,555,Champions
7314,177,1,298.8223347,3,1,4,314,Big Spenders
7327,250,1,426.2550815,2,1,5,215,Big Spenders
7365,141,1,84.0082022,4,1,2,412,Recent Customers
7371,56,1,317.6448817,5,1,4,514,Recent Customers
7394,361,1,263.3496875,1,1,4,114,Big Spenders
7405,268,1,18.22533429,2,1,1,211,At Risk
7420,230,1,327.841567,2,1,4,214,Big Spenders
7436,331,1,497.2737113,1,1,5,115,Big Spenders
7441,139,1,75.82364305,4,1,2,412,Recent Customers
7445,8,2,296.3244805,5,5,4,554,Champions
7448,205,2,353.23625496,3,5,5,355,Frequent Buyers
7453,146,1,23.22811881,3,1,1,311,Others
7454,181,1,95.06590797,3,1,2,312,Others
7462,95,1,76.03190941,4,1,2,412,Recent Customers
7466,315,1,48.28607078,1,1,1,111,At Risk
7516,239,1,131.6015422,2,1,2,212,At Risk
7517,327,1,69.59410588,1,1,1,111,At Risk
7521,72,1,448.0874377,4,1,5,415,Recent Customers
7542,318,2,98.00163603,1,5,2,152,Frequent Buyers
7553,136,1,49.6065665,4,1,1,411,Recent Customers
7566,139,1,76.17493519,4,1,2,412,Recent Customers
7567,294,1,166.5441184,1,1,3,113,Others
7569,223,1,345.3055571,2,1,5,215,Big Spenders
7574,146,1,314.2011298,3,1,4,314,Big Spenders
7584,226,1,188.0509673,2,1,3,213,Others
7625,152,1,277.8901443,3,1,4,314,Big Spenders
7636,221,1,40.50974859,2,1,1,211,At Risk
7639,334,1,131.9689768,1,1,2,112,At Risk
7683,245,1,203.5442336,2,1,3,213,Others
7689,14,1,404.4105584,5,1,5,515,Recent Customers
7712,330,1,260.2520297,1,1,4,114,Big Spenders
7713,356,1,473.1477814,1,1,5,115,Big Spenders
7722,246,1,141.0980806,2,1,3,213,Others
7766,262,1,411.1092086,2,1,5,215,Big Spenders
7768,194,1,16.84651229,3,1,1,311,Others
7772,114,1,160.2212553,4,1,3,413,Recent Customers
7781,184,1,180.0205991,3,1,3,313,Others
7790,27,1,159.9911503,5,1,3,513,Recent Customers
7794,243,1,151.5005373,2,1,3,213,Others
7816,96,1,125.4912848,4,1,2,412,Recent Customers
7819,162,1,18.66406815,3,1,1,311,Others
7837,357,1,160.3928546,1,1,3,113,Others
7840,259,1,133.0045389,2,1,2,212,At Risk
7872,202,1,22.88506458,3,1,1,311,Others
7879,41,1,188.7083006,5,1,3,513,Recent Customers
7883,181,1,193.5959123,3,1,3,313,Others
7888,277,1,228.4125078,2,1,4,214,Big Spenders
7897,228,1,420.4748653,2,1,5,215,Big Spenders
7907,156,1,319.8082262,3,1,4,314,Big Spenders
7911,209,1,366.1310435,3,1,5,315,Big Spenders
7924,49,1,102.4273767,5,1,2,512,Recent Customers
7932,172,1,21.82503549,3,1,1,311,Others
7936,319,1,411.5773087,1,1,5,115,Big Spenders
7949,257,1,90.41812834,2,1,2,212,At Risk
7962,116,1,417.3881727,4,1,5,415,Recent Customers
7966,46,1,93.30259973,5,1,2,512,Recent Customers
7967,129,1,49.75792694,4,1,1,411,Recent Customers
7968,265,1,228.9424196,2,1,4,214,Big Spenders
7978,40,1,372.9178928,5,1,5,515,Recent Customers
7982,59,1,493.2752749,5,1,5,515,Recent Customers
8013,205,1,89.91428096,3,1,2,312,Others
8071,222,1,125.3473361,2,1,2,212,At Risk
8073,342,1,493.9200781,1,1,5,115,Big Spenders
8075,208,1,51.87887274,3,1,1,311,Others
8081,206,1,60.35420295,3,1,1,311,Others
8089,104,1,333.8292587,4,1,4,414,Recent Customers
8097,12,1,50.58747337,5,1,1,511,Recent Customers
8120,143,1,260.1992132,3,1,4,314,Big Spenders
8121,140,1,164.0979587,4,1,3,413,Recent Customers
8124,27,1,111.0097081,5,1,2,512,Recent Customers
8149,255,1,44.17510866,2,1,1,211,At Risk
8158,164,1,258.6665174,3,1,4,314,Big Spenders
8169,308,1,454.1634858,1,1,5,115,Big Spenders
8186,303,1,64.94109415,1,1,1,111,At Risk
8195,209,1,406.466291,3,1,5,315,Big Spenders
8216,32,1,220.2498886,5,1,3,513,Recent Customers
8225,57,1,348.2059869,5,1,5,515,Recent Customers
8238,60,1,257.9229547,5,1,4,514,Recent Customers
8255,289,1,344.9902721,2,1,5,215,Big Spenders
8266,121,1,262.8254442,4,1,4,414,Recent Customers
8284,184,1,250.7859988,3,1,4,314,Big Spenders
8315,203,1,249.6426301,3,1,4,314,Big Spenders
8318,348,1,82.37651742,1,1,2,112,At Risk
8335,81,1,370.2905706,4,1,5,415,Recent Customers
8348,150,1,240.8825462,3,1,4,314,Big Spenders
8357,52,1,301.1054617,5,1,4,514,Recent Customers
8366,357,1,409.5108679,1,1,5,115,Big Spenders
8404,186,1,126.4299457,3,1,2,312,Others
8409,162,1,79.74424093,3,1,2,312,Others
8414,173,2,550.8376314100001,3,5,5,355,Frequent Buyers
8417,342,1,228.05763,1,1,4,114,Big Spenders
8420,152,1,168.8161037,3,1,3,313,Others
8428,185,1,213.1244991,3,1,3,313,Others
8435,102,1,220.3303915,4,1,3,413,Recent Customers
8440,210,1,121.7824786,3,1,2,312,Others
8442,320,1,12.92375876,1,1,1,111,At Risk
8448,195,1,206.4914322,3,1,3,313,Others
8484,112,1,240.2725213,4,1,4,414,Recent Customers
8490,185,1,230.9268109,3,1,4,314,Big Spenders
8504,303,1,164.0470152,1,1,3,113,Others
8507,156,1,326.3946909,3,1,4,314,Big Spenders
8514,187,1,346.4093589,3,1,5,315,Big Spenders
8532,32,1,74.66757516,5,1,1,511,Recent Customers
8534,234,1,171.0838286,2,1,3,213,Others
8545,104,1,339.7068045,4,1,5,415,Recent Customers
8546,222,1,88.73735137,2,1,2,212,At Risk
8566,111,1,411.0954046,4,1,5,415,Recent Customers
8569,201,1,417.3031913,3,1,5,315,Big Spenders
8573,157,1,121.8522979,3,1,2,312,Others
8582,163,1,207.8697975,3,1,3,313,Others
8588,273,1,81.91469976,2,1,2,212,At Risk
8601,220,1,82.96996681,2,1,2,212,At Risk
8604,337,1,115.5334715,1,1,2,112,At Risk
8616,24,1,397.9651537,5,1,5,515,Recent Customers
8618,28,1,98.18056295,5,1,2,512,Recent Customers
8638,229,1,349.9613807,2,1,5,215,Big Spenders
8664,81,1,237.6765087,4,1,4,414,Recent Customers
8677,73,1,278.9243566,4,1,4,414,Recent Customers
8686,4,1,256.2651783,5,1,4,514,Recent Customers
8699,196,1,251.0102298,3,1,4,314,Big Spenders
8703,23,1,106.9817029,5,1,2,512,Recent Customers
8745,32,1,134.266652,5,1,2,512,Recent Customers
8759,143,1,107.7272642,3,1,2,312,Others
8764,42,1,54.50802528,5,1,1,511,Recent Customers
8765,56,1,197.3191749,5,1,3,513,Recent Customers
8778,301,1,130.4267588,1,1,2,112,At Risk
8795,228,1,130.2060133,2,1,2,212,At Risk
8803,135,1,344.8106166,4,1,5,415,Recent Customers
8806,161,1,68.92666164,3,1,1,311,Others
8827,220,1,155.2927406,2,1,3,213,Others
8838,354,1,302.9705552,1,1,4,114,Big Spenders
8845,303,1,357.4967373,1,1,5,115,Big Spenders
8846,119,1,102.8575888,4,1,2,412,Recent Customers
8859,247,1,480.0421141,2,1,5,215,Big Spenders
8861,293,1,87.76101777,1,1,2,112,At Risk
8874,5,1,199.0435663,5,1,3,513,Recent Customers
8901,81,1,496.0823885,4,1,5,415,Recent Customers
8903,31,1,361.9411261,5,1,5,515,Recent Customers
8915,160,1,202.6836696,3,1,3,313,Others
8924,191,1,272.0235963,3,1,4,314,Big Spenders
8934,256,1,311.3846209,2,1,4,214,Big Spenders
8940,210,1,59.4308194,3,1,1,311,Others
8963,231,1,167.206136,2,1,3,213,Others
8967,213,1,27.10232324,3,1,1,311,Others
8984,358,1,217.8555205,1,1,3,113,Others
8987,89,1,127.6470115,4,1,2,412,Recent Customers
8997,323,1,295.4324674,1,1,4,114,Big Spenders
9005,257,1,244.429801,2,1,4,214,Big Spenders
9007,190,1,36.65463903,3,1,1,311,Others
9016,52,1,217.5384458,5,1,3,513,Recent Customers
9018,309,1,126.0583129,1,1,2,112,At Risk
9023,120,1,154.030222,4,1,3,413,Recent Customers
9033,210,1,353.5344538,3,1,5,315,Big Spenders
9040,89,1,307.4200332,4,1,4,414,Recent Customers
9043,157,1,220.8390745,3,1,3,313,Others
9062,17,1,375.894198,5,1,5,515,Recent Customers
9072,10,1,71.90074281,5,1,1,511,Recent Customers
9099,59,1,43.47542357,5,1,1,511,Recent Customers
9141,186,1,463.2511253,3,1,5,315,Big Spenders
9143,28,1,31.29622907,5,1,1,511,Recent Customers
9151,307,1,144.7184076,1,1,3,113,Others
9166,138,1,240.453778,4,1,4,414,Recent Customers
9171,236,1,132.605399,2,1,2,212,At Risk
9186,94,1,209.4641772,4,1,3,413,Recent Customers
9191,338,1,232.8544002,1,1,4,114,Big Spenders
9212,275,1,226.1893785,2,1,4,214,Big Spenders
9213,73,1,247.8212303,4,1,4,414,Recent Customers
9226,17,1,85.46812539,5,1,2,512,Recent Customers
9228,95,1,421.9144239,4,1,5,415,Recent Customers
9232,58,1,110.7353557,5,1,2,512,Recent Customers
9255,316,1,433.8653456,1,1,5,115,Big Spenders
9283,352,1,196.4258767,1,1,3,113,Others
9295,18,1,69.39947882,5,1,1,511,Recent Customers
9319,314,1,204.0801999,1,1,3,113,Others
9337,186,1,63.28647335,3,1,1,311,Others
9344,13,1,427.2689849,5,1,5,515,Recent Customers
9348,356,1,492.1117371,1,1,5,115,Big Spenders
9357,337,1,119.9516855,1,1,2,112,At Risk
9361,97,1,170.4067538,4,1,3,413,Recent Customers
9376,236,1,243.2528931,2,1,4,214,Big Spenders
9382,119,1,66.16201007,4,1,1,411,Recent Customers
9397,70,1,314.8974484,5,1,4,514,Recent Customers
9404,298,1,88.03918411,1,1,2,112,At Risk
9411,212,1,300.858282,3,1,4,314,Big Spenders
9415,274,1,431.4463154,2,1,5,215,Big Spenders
9425,239,1,397.2013566,2,1,5,215,Big Spenders
9447,301,1,123.5941396,1,1,2,112,At Risk
9455,316,1,103.2918445,1,1,2,112,At Risk
9459,76,1,120.7776076,4,1,2,412,Recent Customers
9464,58,1,108.1631855,5,1,2,512,Recent Customers
9469,278,1,165.1682814,2,1,3,213,Others
9473,283,1,385.7794897,2,1,5,215,Big Spenders
9475,75,1,69.57802112,4,1,1,411,Recent Customers
9497,304,1,76.1550838,1,1,2,112,At Risk
9510,49,1,23.45041059,5,1,1,511,Recent Customers
9513,273,1,371.9224123,2,1,5,215,Big Spenders
9529,280,1,31.98955496,2,1,1,211,At Risk
9534,79,1,154.0326992,4,1,3,413,Recent Customers
9548,361,1,87.85070966,1,1,2,112,At Risk
9557,345,1,11.52540287,1,1,1,111,At Risk
9574,112,1,492.4269025,4,1,5,415,Recent Customers
9576,174,1,259.8275653,3,1,4,314,Big Spenders
9596,218,1,375.4425234,2,1,5,215,Big Spenders
9612,115,1,453.7475569,4,1,5,415,Recent Customers
9620,145,1,38.74766729,3,1,1,311,Others
9642,243,2,546.97228106,2,5,5,255,Frequent Buyers
9654,149,1,61.24785735,3,1,1,311,Others
9665,276,1,295.0222903,2,1,4,214,Big Spenders
9668,297,1,73.08826456,1,1,1,111,At Risk
9672,49,1,151.8477068,5,1,3,513,Recent Customers
9700,83,1,182.6878765,4,1,3,413,Recent Customers
9705,149,1,267.124362,3,1,4,314,Big Spenders
9722,238,1,101.9316813,2,1,2,212,At Risk
9750,121,1,187.9280185,4,1,3,413,Recent Customers
9751,183,1,129.5952632,3,1,2,312,Others
9788,305,1,211.4485503,1,1,3,113,Others
9789,284,1,328.084398,2,1,4,214,Big Spenders
9830,349,1,141.5603317,1,1,3,113,Others
9845,266,1,65.87067135,2,1,1,211,At Risk
9878,24,1,47.35358073,5,1,1,511,Recent Customers
9897,149,1,182.3967447,3,1,3,313,Others
9936,259,1,67.67602604,2,1,1,211,At Risk
9946,295,1,449.2964377,1,1,5,115,Big Spenders
9951,89,1,303.178734,4,1,4,414,Recent Customers
9961,355,1,176.3989967,1,1,3,113,Others
9975,249,1,157.7792902,2,1,3,213,Others
9976,47,1,205.9381879,5,1,3,513,Recent Customers
10005,278,1,125.2706037,2,1,2,212,At Risk
10023,228,1,303.7269836,2,1,4,214,Big Spenders
10025,168,1,328.93918,3,1,4,314,Big Spenders
10033,55,1,392.2051059,5,1,5,515,Recent Customers
10035,237,1,494.6943962,2,1,5,215,Big Spenders
10038,1,1,114.395555,5,1,2,512,Recent Customers
10039,213,1,236.0287981,3,1,4,314,Big Spenders
10040,329,1,338.3481103,1,1,4,114,Big Spenders
10042,117,1,428.3555668,4,1,5,415,Recent Customers
10071,158,1,378.5155264,3,1,5,315,Big Spenders
10072,210,1,13.01070114,3,1,1,311,Others
10083,128,2,167.05254447000002,4,5,3,453,Loyal Customers
10101,237,1,180.1541169,2,1,3,213,Others
10113,52,1,63.56911947,5,1,1,511,Recent Customers
10114,83,1,154.3187531,4,1,3,413,Recent Customers
10146,36,1,40.8388767,5,1,1,511,Recent Customers
10150,115,1,129.0416515,4,1,2,412,Recent Customers
10152,145,1,406.496267,3,1,5,315,Big Spenders
10156,269,1,39.64489536,2,1,1,211,At Risk
10168,316,1,30.82457621,1,1,1,111,At Risk
10177,86,1,30.69821046,4,1,1,411,Recent Customers
10186,94,1,146.6283283,4,1,3,413,Recent Customers
10188,255,1,76.84631402,2,1,2,212,At Risk
10207,152,1,79.4160622,3,1,2,312,Others
10224,33,1,210.0327331,5,1,3,513,Recent Customers
10234,241,1,217.1631995,2,1,3,213,Others
10241,331,1,106.3190955,1,1,2,112,At Risk
10244,2,1,75.19939902,5,1,1,511,Recent Customers
10256,48,1,289.7469371,5,1,4,514,Recent Customers
10271,259,1,71.93443272,2,1,1,211,At Risk
10275,7,1,483.5910208,5,1,5,515,Recent Customers
10286,83,1,88.66213259,4,1,2,412,Recent Customers
10291,86,1,435.6469974,4,1,5,415,Recent Customers
10319,222,1,162.911111,2,1,3,213,Others
10328,12,1,47.51512209,5,1,1,511,Recent Customers
10333,105,1,496.2406035,4,1,5,415,Recent Customers
10368,18,1,486.0729169,5,1,5,515,Recent Customers
10399,31,2,156.24092645000002,5,5,3,553,Loyal Customers
10425,87,1,48.02026558,4,1,1,411,Recent Customers
10463,298,1,207.9242651,1,1,3,113,Others
10466,111,1,215.9707039,4,1,3,413,Recent Customers
10480,177,1,121.4650935,3,1,2,312,Others
10489,110,1,403.2973218,4,1,5,415,Recent Customers
10494,133,2,576.799902,4,5,5,455,Champions
10497,124,1,16.0631784,4,1,1,411,Recent Customers
10501,225,1,91.31812392,2,1,2,212,At Risk
10502,126,1,63.77419115,4,1,1,411,Recent Customers
10532,354,1,201.8250154,1,1,3,113,Others
10539,249,1,71.93267212,2,1,1,211,At Risk
10543,115,1,475.165522,4,1,5,415,Recent Customers
10549,235,1,202.2238741,2,1,3,213,Others
10567,166,1,30.31549309,3,1,1,311,Others
10574,274,1,71.06876887,2,1,1,211,At Risk
10602,360,1,170.2123986,1,1,3,113,Others
10606,48,2,835.1120579999999,5,5,5,555,Champions
10658,201,1,359.068717,3,1,5,315,Big Spenders
10666,6,1,409.6058367,5,1,5,515,Recent Customers
10674,110,1,126.4361005,4,1,2,412,Recent Customers
10679,92,1,361.0390832,4,1,5,415,Recent Customers
10694,257,1,22.66874229,2,1,1,211,At Risk
10708,362,1,316.7546492,1,1,4,114,Big Spenders
10717,325,1,66.0455599,1,1,1,111,At Risk
10740,237,1,145.1077096,2,1,3,213,Others
10811,298,1,390.5610971,1,1,5,115,Big Spenders
10836,22,1,102.1625816,5,1,2,512,Recent Customers
10865,75,2,564.4668169,4,5,5,455,Champions
10868,206,1,82.92841081,3,1,2,312,Others
10875,68,1,67.58834722,5,1,1,511,Recent Customers
10913,262,1,107.1241812,2,1,2,212,At Risk
10936,312,1,328.286348,1,1,4,114,Big Spenders
10976,90,1,278.0852901,4,1,4,414,Recent Customers
10993,12,1,282.246102,5,1,4,514,Recent Customers
11000,239,1,55.77563792,2,1,1,211,At Risk
11001,87,1,353.1548945,4,1,5,415,Recent Customers
11015,49,1,98.66670599,5,1,2,512,Recent Customers
11021,75,1,188.7551518,4,1,3,413,Recent Customers
11039,231,1,79.9747486,2,1,2,212,At Risk
11063,123,1,19.56804681,4,1,1,411,Recent Customers
11065,316,1,44.50419676,1,1,1,111,At Risk
11103,284,1,280.7157454,2,1,4,214,Big Spenders
11104,33,1,13.5486004,5,1,1,511,Recent Customers
11108,287,1,44.17871237,2,1,1,211,At Risk
11140,69,1,349.006814,5,1,5,515,Recent Customers
11169,87,1,135.6089294,4,1,2,412,Recent Customers
11175,77,1,339.8577571,4,1,5,415,Recent Customers
11194,77,1,251.9815651,4,1,4,414,Recent Customers
11199,206,1,352.4682535,3,1,5,315,Big Spenders
11242,139,1,250.4197777,4,1,4,414,Recent Customers
11247,32,1,51.11499951,5,1,1,511,Recent Customers
11260,270,1,172.3829221,2,1,3,213,Others
11298,101,1,326.5053814,4,1,4,414,Recent Customers
11307,186,1,164.1589923,3,1,3,313,Others
11309,221,1,378.9472423,2,1,5,215,Big Spenders
11317,203,1,415.2101864,3,1,5,315,Big Spenders
11322,44,1,31.89143625,5,1,1,511,Recent Customers
11344,72,1,123.7878786,4,1,2,412,Recent Customers
11354,3,1,424.7888976,5,1,5,515,Recent Customers
11377,28,1,155.301618,5,1,3,513,Recent Customers
11380,337,1,123.887298,1,1,2,112,At Risk
11390,62,1,8.274824903,5,1,1,511,Recent Customers
11394,258,1,122.6012788,2,1,2,212,At Risk
11396,153,1,37.57534661,3,1,1,311,Others
11406,288,1,64.90017927,2,1,1,211,At Risk
11416,353,1,98.47882488,1,1,2,112,At Risk
11430,170,1,110.5873576,3,1,2,312,Others
11436,99,1,181.8547151,4,1,3,413,Recent Customers
11450,9,1,277.6123003,5,1,4,514,Recent Customers
11452,52,1,303.8301567,5,1,4,514,Recent Customers
11468,35,1,80.47127659,5,1,2,512,Recent Customers
11473,154,1,467.5110943,3,1,5,315,Big Spenders
11495,101,1,63.84906723,4,1,1,411,Recent Customers
11509,322,1,57.25932192,1,1,1,111,At Risk
11514,82,1,41.23969572,4,1,1,411,Recent Customers
11517,250,1,128.6007524,2,1,2,212,At Risk
11550,92,1,46.95193094,4,1,1,411,Recent Customers
11553,356,1,151.3116319,1,1,3,113,Others
11558,343,1,327.3958306,1,1,4,114,Big Spenders
11581,12,1,130.2704567,5,1,2,512,Recent Customers
11584,201,1,65.64191265,3,1,1,311,Others
11624,164,1,66.3802142,3,1,1,311,Others
11626,206,1,243.7493648,3,1,4,314,Big Spenders
11627,197,1,329.3599708,3,1,4,314,Big Spenders
11635,95,1,39.30219719,4,1,1,411,Recent Customers
11656,365,1,297.6360319,1,1,4,114,Big Spenders
11670,76,1,493.0946411,4,1,5,415,Recent Customers
11684,234,1,164.683734,2,1,3,213,Others
11689,302,1,158.8395884,1,1,3,113,Others
11702,49,1,215.3918489,5,1,3,513,Recent Customers
11707,309,1,199.2922928,1,1,3,113,Others
11718,291,1,70.69524321,1,1,1,111,At Risk
